Camera,Date&Time,Longitude,Latitude,UTM WGS84 Northing (meters),UTM WGS84 Easting (meters),snowdepth_cm,Snow Depth (cm) (neg),Pole Length (pixels),errorcodes,image_filename
W1B,9/29/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,9/29/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,9/30/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,9/30/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/1/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-6,1243,0,
W1B,10/1/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/2/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/2/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-6,1243,0,
W1B,10/3/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/3/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1220,0,
W1B,10/4/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/4/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/5/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-6,1243,0,
W1B,10/5/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/6/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,10/6/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,10/7/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/7/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/8/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/8/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/9/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/9/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/10/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/10/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/11/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/11/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/12/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/12/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/13/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/13/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/14/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/14/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/15/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/15/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/16/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,10/16/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-6,1243,0,
W1B,10/17/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/17/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-6,1243,0,
W1B,10/18/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/18/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/19/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,10/19/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/20/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,10/20/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/21/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/21/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/22/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/22/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/23/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,10/23/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/24/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-7,1249,0,
W1B,10/24/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/25/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,10/25/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/26/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/26/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-6,1243,0,
W1B,10/27/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-6,1243,0,
W1B,10/27/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/28/19 11:00,39.008078,-108.184794,4321444.15,743766.48,3,3,1207,0,
W1B,10/28/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,10/29/19 11:00,39.008078,-108.184794,4321444.15,743766.48,3,3,1207,0,
W1B,10/29/19 12:00,39.008078,-108.184794,4321444.15,743766.48,3,3,1207,0,
W1B,10/30/19 11:00,39.008078,-108.184794,4321444.15,743766.48,5,5,1201,0,
W1B,10/30/19 12:00,39.008078,-108.184794,4321444.15,743766.48,5,5,1201,0,
W1B,10/31/19 11:00,39.008078,-108.184794,4321444.15,743766.48,3,3,1207,0,
W1B,10/31/19 12:00,39.008078,-108.184794,4321444.15,743766.48,6,6,1195,0,
W1B,11/1/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,11/1/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,11/2/19 11:00,39.008078,-108.184794,4321444.15,743766.48,2,2,1213,0,
W1B,11/2/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,11/3/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,11/3/19 12:00,39.008078,-108.184794,4321444.15,743766.48,3,3,1207,0,
W1B,11/4/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,11/4/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,11/5/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,11/5/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,11/6/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,11/6/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,11/7/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,11/7/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,11/8/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,11/8/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,11/9/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,11/9/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,11/10/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,11/10/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-7,1249,0,
W1B,11/11/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-7,1249,0,
W1B,11/11/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-6,1243,0,
W1B,11/12/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1220,0,
W1B,11/12/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,11/13/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,11/13/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,11/14/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1221,0,
W1B,11/14/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,11/15/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,11/15/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,11/16/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,11/16/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-6,1243,0,
W1B,11/17/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-1,1225,0,
W1B,11/17/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,11/18/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,11/18/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-4,1237,0,
W1B,11/19/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-3,1231,0,
W1B,11/19/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,0,1219,0,
W1B,11/20/19 11:00,39.008078,-108.184794,4321444.15,743766.48,6,6,1195,0,
W1B,11/20/19 12:00,39.008078,-108.184794,4321444.15,743766.48,6,6,1195,0,
W1B,11/21/19 11:00,39.008078,-108.184794,4321444.15,743766.48,15,15,1159,0,
W1B,11/21/19 12:00,39.008078,-108.184794,4321444.15,743766.48,14,14,1165,0,
W1B,11/22/19 11:00,39.008078,-108.184794,4321444.15,743766.48,27,27,1111,0,
W1B,11/22/19 12:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,11/23/19 11:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,11/23/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,11/24/19 11:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,11/24/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,11/25/19 11:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,11/25/19 12:00,39.008078,-108.184794,4321444.15,743766.48,18,18,1147,0,
W1B,11/26/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-415,3001,1,
W1B,11/26/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-305,2539,1,
W1B,11/27/19 11:00,39.008078,-108.184794,4321444.15,743766.48,15,15,1159,0,
W1B,11/27/19 12:00,39.008078,-108.184794,4321444.15,743766.48,15,15,1159,0,
W1B,11/28/19 11:00,39.008078,-108.184794,4321444.15,743766.48,8,8,1189,0,
W1B,11/28/19 12:00,39.008078,-108.184794,4321444.15,743766.48,6,6,1195,0,
W1B,11/29/19 11:00,39.008078,-108.184794,4321444.15,743766.48,2,2,1213,0,
W1B,11/29/19 12:00,39.008078,-108.184794,4321444.15,743766.48,8,8,1189,0,
W1B,11/30/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-359,2767,1,
W1B,11/30/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-302,2527,1,
W1B,12/1/19 11:00,39.008078,-108.184794,4321444.15,743766.48,20,20,1141,0,
W1B,12/1/19 12:00,39.008078,-108.184794,4321444.15,743766.48,17,17,1153,0,
W1B,12/2/19 11:00,39.008078,-108.184794,4321444.15,743766.48,12,12,1171,0,
W1B,12/2/19 12:00,39.008078,-108.184794,4321444.15,743766.48,6,6,1195,0,
W1B,12/3/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-345,2707,1,
W1B,12/3/19 12:00,39.008078,-108.184794,4321444.15,743766.48,9,9,1183,0,
W1B,12/4/19 11:00,39.008078,-108.184794,4321444.15,743766.48,11,11,1177,0,
W1B,12/4/19 12:00,39.008078,-108.184794,4321444.15,743766.48,9,9,1183,0,
W1B,12/5/19 11:00,39.008078,-108.184794,4321444.15,743766.48,17,17,1153,0,
W1B,12/5/19 12:00,39.008078,-108.184794,4321444.15,743766.48,15,15,1159,0,
W1B,12/6/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-400,2935,1,
W1B,12/6/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-318,2593,1,
W1B,12/7/19 11:00,39.008078,-108.184794,4321444.15,743766.48,14,14,1165,0,
W1B,12/7/19 12:00,39.008078,-108.184794,4321444.15,743766.48,12,12,1171,0,
W1B,12/8/19 11:00,39.008078,-108.184794,4321444.15,743766.48,14,14,1165,0,
W1B,12/8/19 12:00,39.008078,-108.184794,4321444.15,743766.48,14,14,1165,0,
W1B,12/9/19 11:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/9/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/10/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-364,2785,1,
W1B,12/10/19 12:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,12/11/19 11:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,12/11/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/12/19 11:00,39.008078,-108.184794,4321444.15,743766.48,18,18,1147,0,
W1B,12/12/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/13/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-336,2671,1,
W1B,12/13/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-313,2575,1,
W1B,12/14/19 11:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,12/14/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/15/19 11:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,12/15/19 12:00,39.008078,-108.184794,4321444.15,743766.48,20,20,1141,0,
W1B,12/16/19 11:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,12/16/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/17/19 11:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,12/17/19 12:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,12/18/19 11:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,12/18/19 12:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,12/19/19 11:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/19/19 12:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,12/20/19 11:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,12/20/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/21/19 11:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,12/21/19 12:00,39.008078,-108.184794,4321444.15,743766.48,18,18,1147,0,
W1B,12/22/19 11:00,39.008078,-108.184794,4321444.15,743766.48,20,20,1141,0,
W1B,12/22/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/23/19 11:00,39.008078,-108.184794,4321444.15,743766.48,20,20,1141,0,
W1B,12/23/19 12:00,39.008078,-108.184794,4321444.15,743766.48,20,20,1141,0,
W1B,12/24/19 11:00,39.008078,-108.184794,4321444.15,743766.48,17,17,1153,0,
W1B,12/24/19 12:00,39.008078,-108.184794,4321444.15,743766.48,18,18,1147,0,
W1B,12/25/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-355,2749,1,
W1B,12/25/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-341,2689,1,
W1B,12/26/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-302,2527,1,
W1B,12/26/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/27/19 11:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,12/27/19 12:00,39.008078,-108.184794,4321444.15,743766.48,17,17,1153,0,
W1B,12/28/19 11:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,12/28/19 12:00,39.008078,-108.184794,4321444.15,743766.48,20,20,1141,0,
W1B,12/29/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-322,2611,1,
W1B,12/29/19 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-257,2341,1,
W1B,12/30/19 11:00,39.008078,-108.184794,4321444.15,743766.48,18,18,1147,0,
W1B,12/30/19 12:00,39.008078,-108.184794,4321444.15,743766.48,18,18,1147,0,
W1B,12/31/19 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-328,2635,1,
W1B,12/31/19 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,1/1/20 11:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,1/1/20 12:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,1/2/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-345,2707,1,
W1B,1/2/20 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-309,2557,1,
W1B,1/3/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-274,2413,1,
W1B,1/3/20 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-251,2317,1,
W1B,1/4/20 11:00,39.008078,-108.184794,4321444.15,743766.48,27,27,1111,0,
W1B,1/4/20 12:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,1/5/20 11:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,1/5/20 12:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,1/6/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-348,2719,1,
W1B,1/6/20 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-277,2425,1,
W1B,1/7/20 11:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,1/7/20 12:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,1/8/20 11:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,1/8/20 12:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,1/9/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-307,2551,1,
W1B,1/9/20 12:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,1/10/20 11:00,39.008078,-108.184794,4321444.15,743766.48,29,29,1105,0,
W1B,1/10/20 12:00,39.008078,-108.184794,4321444.15,743766.48,27,27,1111,0,
W1B,1/11/20 11:00,39.008078,-108.184794,4321444.15,743766.48,29,29,1105,0,
W1B,1/11/20 12:00,39.008078,-108.184794,4321444.15,743766.48,29,29,1105,0,
W1B,1/12/20 11:00,39.008078,-108.184794,4321444.15,743766.48,302,302,10,1,
W1B,1/12/20 12:00,39.008078,-108.184794,4321444.15,743766.48,36,36,1075,0,
W1B,1/13/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-407,2965,1,
W1B,1/13/20 12:00,39.008078,-108.184794,4321444.15,743766.48,38,38,1069,0,
W1B,1/14/20 11:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,1/14/20 12:00,39.008078,-108.184794,4321444.15,743766.48,29,29,1105,0,
W1B,1/15/20 11:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,1/15/20 12:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,1/16/20 11:00,39.008078,-108.184794,4321444.15,743766.48,23,23,1129,0,
W1B,1/16/20 12:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,1/17/20 11:00,39.008078,-108.184794,4321444.15,743766.48,30,30,1099,0,
W1B,1/17/20 12:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,1/18/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-356,2755,1,
W1B,1/18/20 12:00,39.008078,-108.184794,4321444.15,743766.48,24,24,1123,0,
W1B,1/19/20 11:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,1/19/20 12:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,1/20/20 11:00,39.008078,-108.184794,4321444.15,743766.48,26,26,1117,0,
W1B,1/20/20 12:00,39.008078,-108.184794,4321444.15,743766.48,21,21,1135,0,
W1B,1/21/20 11:00,39.008078,-108.184794,4321444.15,743766.48,32,32,1093,0,
W1B,1/21/20 12:00,39.008078,-108.184794,4321444.15,743766.48,32,32,1093,0,
W1B,1/22/20 11:00,39.008078,-108.184794,4321444.15,743766.48,51,51,1015,0,
W1B,1/22/20 12:00,39.008078,-108.184794,4321444.15,743766.48,50,50,1021,0,
W1B,1/23/20 11:00,39.008078,-108.184794,4321444.15,743766.48,53,53,1009,0,
W1B,1/23/20 12:00,39.008078,-108.184794,4321444.15,743766.48,48,48,1027,0,
W1B,1/24/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-382,2863,1,
W1B,1/24/20 12:00,39.008078,-108.184794,4321444.15,743766.48,47,47,1033,0,
W1B,1/25/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-361,2773,1,
W1B,1/25/20 12:00,39.008078,-108.184794,4321444.15,743766.48,48,48,1027,0,
W1B,1/26/20 11:00,39.008078,-108.184794,4321444.15,743766.48,48,48,1027,0,
W1B,1/26/20 12:00,39.008078,-108.184794,4321444.15,743766.48,51,51,1015,0,
W1B,1/27/20 11:00,39.008078,-108.184794,4321444.15,743766.48,57,57,991,0,
W1B,1/27/20 12:00,39.008078,-108.184794,4321444.15,743766.48,53,53,1009,0,
W1B,1/28/20 11:00,39.008078,-108.184794,4321444.15,743766.48,54,54,1003,0,
W1B,1/28/20 12:00,39.008078,-108.184794,4321444.15,743766.48,50,50,1021,0,
W1B,1/29/20 11:00,39.008078,-108.184794,4321444.15,743766.48,56,56,997,0,
W1B,1/29/20 12:00,39.008078,-108.184794,4321444.15,743766.48,48,48,1027,0,
W1B,1/30/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-335,2665,1,
W1B,1/30/20 12:00,39.008078,-108.184794,4321444.15,743766.48,0,-341,2689,1,
W1B,1/31/20 11:00,39.008078,-108.184794,4321444.15,743766.48,48,48,1027,0,
W1B,1/31/20 12:00,39.008078,-108.184794,4321444.15,743766.48,48,48,1027,0,
W1B,2/1/20 11:00,39.008078,-108.184794,4321444.15,743766.48,47,47,1033,0,
W1B,2/1/20 12:00,39.008078,-108.184794,4321444.15,743766.48,50,50,1021,0,
W1B,2/2/20 11:00,39.008078,-108.184794,4321444.15,743766.48,48,48,1027,0,
W1B,2/2/20 12:00,39.008078,-108.184794,4321444.15,743766.48,48,48,1027,0,
W1B,2/3/20 11:00,39.008078,-108.184794,4321444.15,743766.48,45,45,1039,0,
W1B,2/3/20 12:00,39.008078,-108.184794,4321444.15,743766.48,44,44,1045,0,
W1B,2/4/20 11:00,39.008078,-108.184794,4321444.15,743766.48,41,41,1057,0,
W1B,2/4/20 12:00,39.008078,-108.184794,4321444.15,743766.48,42,42,1051,0,
W1B,2/5/20 11:00,39.008078,-108.184794,4321444.15,743766.48,42,42,1051,0,
W1B,2/5/20 12:00,39.008078,-108.184794,4321444.15,743766.48,41,41,1057,0,
W1B,2/6/20 11:00,39.008078,-108.184794,4321444.15,743766.48,44,44,1045,0,
W1B,2/6/20 12:00,39.008078,-108.184794,4321444.15,743766.48,42,42,1051,0,
W1B,2/7/20 11:00,39.008078,-108.184794,4321444.15,743766.48,41,41,1057,0,
W1B,2/7/20 12:00,39.008078,-108.184794,4321444.15,743766.48,41,41,1057,0,
W1B,2/8/20 11:00,39.008078,-108.184794,4321444.15,743766.48,42,42,1051,0,
W1B,2/8/20 12:00,39.008078,-108.184794,4321444.15,743766.48,38,38,1069,0,
W1B,2/9/20 11:00,39.008078,-108.184794,4321444.15,743766.48,42,42,1051,0,
W1B,2/9/20 12:00,39.008078,-108.184794,4321444.15,743766.48,42,42,1051,0,
W1B,2/10/20 11:00,39.008078,-108.184794,4321444.15,743766.48,42,42,1051,0,
W1B,2/10/20 12:00,39.008078,-108.184794,4321444.15,743766.48,44,44,1045,0,
W1B,2/11/20 11:00,39.008078,-108.184794,4321444.15,743766.48,42,42,1051,0,
W1B,2/11/20 12:00,39.008078,-108.184794,4321444.15,743766.48,41,41,1057,0,
W1B,2/12/20 11:00,39.008078,-108.184794,4321444.15,743766.48,39,39,1063,0,
W1B,2/12/20 12:00,39.008078,-108.184794,4321444.15,743766.48,39,39,1063,0,
W1B,2/13/20 11:00,39.008078,-108.184794,4321444.15,743766.48,42,42,1051,0,
W1B,2/13/20 12:00,39.008078,-108.184794,4321444.15,743766.48,41,41,1057,0,
W1B,2/14/20 11:00,39.008078,-108.184794,4321444.15,743766.48,39,39,1063,0,
W1B,2/14/20 12:00,39.008078,-108.184794,4321444.15,743766.48,41,41,1057,0,
W1B,2/15/20 11:00,39.008078,-108.184794,4321444.15,743766.48,38,38,1069,0,
W1B,2/15/20 12:00,39.008078,-108.184794,4321444.15,743766.48,41,41,1057,0,
W1B,2/16/20 11:00,39.008078,-108.184794,4321444.15,743766.48,41,41,1057,0,
W1B,2/16/20 12:00,39.008078,-108.184794,4321444.15,743766.48,36,36,1075,0,
W1B,2/17/20 11:00,39.008078,-108.184794,4321444.15,743766.48,36,36,1075,0,
W1B,2/17/20 12:00,39.008078,-108.184794,4321444.15,743766.48,39,39,1063,0,
W1B,2/18/20 11:00,39.008078,-108.184794,4321444.15,743766.48,38,38,1069,0,
W1B,2/18/20 12:00,39.008078,-108.184794,4321444.15,743766.48,39,39,1063,0,
W1B,2/19/20 11:00,39.008078,-108.184794,4321444.15,743766.48,38,38,1069,0,
W1B,2/19/20 12:00,39.008078,-108.184794,4321444.15,743766.48,38,38,1069,0,
W1B,2/20/20 11:00,39.008078,-108.184794,4321444.15,743766.48,36,36,1075,0,
W1B,2/20/20 12:00,39.008078,-108.184794,4321444.15,743766.48,36,36,1075,0,
W1B,2/21/20 11:00,39.008078,-108.184794,4321444.15,743766.48,36,36,1075,0,
W1B,2/21/20 12:00,39.008078,-108.184794,4321444.15,743766.48,36,36,1075,0,
W1B,2/22/20 11:00,39.008078,-108.184794,4321444.15,743766.48,36,36,1075,0,
W1B,2/22/20 12:00,39.008078,-108.184794,4321444.15,743766.48,39,39,1063,0,
W1B,2/23/20 11:00,39.008078,-108.184794,4321444.15,743766.48,36,36,1075,0,
W1B,2/23/20 12:00,39.008078,-108.184794,4321444.15,743766.48,35,35,1081,0,
W1B,2/24/20 11:00,39.008078,-108.184794,4321444.15,743766.48,39,39,1063,0,
W1B,2/24/20 12:00,39.008078,-108.184794,4321444.15,743766.48,39,39,1063,0,
W1B,2/25/20 11:00,39.008078,-108.184794,4321444.15,743766.48,0,-316,2587,1,
